NOTCH








--NODE_NAME	NODE_ID	NODE_TYPE	PARENT_ID	POSX	POSY	WIDTH	HEIGHT--
Apoptosis	2c4ca3b9-c9d1-4281-8e14-2927ed34f2e9	PROCESS	08f2daf4-1d73-4237-99e5-e55f2c8c3469	5770	3050	78	24
Oncogenic stress	7aba539d-660f-4d52-88c5-5df2b887222c	PROCESS	08f2daf4-1d73-4237-99e5-e55f2c8c3469	5590	2870	120	24
CDK2	101b7a96-021d-4609-b8f2-9e0d4b13ca07	GENE	e57ddd9c-0068-424d-9eda-24b4eed8c7a2	5570	3650	150	52
CDK4	b113d7a1-2d1c-46ac-8a73-204b9e54451b	GENE	e57ddd9c-0068-424d-9eda-24b4eed8c7a2	5570	3710	150	52
CDK6	cfba0c92-2bbc-41ac-899b-59a5b5966e29	GENE	e57ddd9c-0068-424d-9eda-24b4eed8c7a2	5570	3770	150	52
CDKs	e57ddd9c-0068-424d-9eda-24b4eed8c7a2	FAMILY	9b8c9140-8f58-4231-b7c8-973e7b02b85e	5570	3710	150	52
HES5	b18431dc-0238-40e1-beaf-275de9958450	GENE	993a1925-7cf0-42f0-b453-e70b20ea0ebc	5570	4470	150	52
HEY1	e0ceb96d-981a-4d7c-bb73-f8bea31f5664	GENE	7e7ea058-769b-4617-ba72-b116b69dee75	5410	4570	150	52
HEY2	13aab3a5-8ee2-4af4-847e-4d719854afc2	GENE	7e7ea058-769b-4617-ba72-b116b69dee75	5570	4570	150	52
HES	993a1925-7cf0-42f0-b453-e70b20ea0ebc	FAMILY	965bb554-28f5-4c4d-9632-ade50543c8bc	5490	4470	150	52
HEY	7e7ea058-769b-4617-ba72-b116b69dee75	FAMILY	965bb554-28f5-4c4d-9632-ade50543c8bc	5490	4570	150	52
FZD1	3573bae2-f772-4cce-99da-dc0b4f92578d	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3670	150	52
FZD2	cdb3c5ef-5e83-4b0a-85e0-17c680b013d3	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3970	3670	150	52
FZD3	b580d9b8-eed3-4da7-bde3-81aa5df86d88	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3730	150	52
FZD4	2c2984d8-fade-423f-9d5f-23c5c403ef0e	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3970	3730	150	52
FZD5	2511132c-4f3e-4751-baec-24d4177b8b6d	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3790	150	52
FZD6	5522a0f1-c751-481a-8277-7f0e74be8088	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3970	3790	150	52
FZD7	a1619259-4e79-47e8-8611-b7ba05f11771	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3850	150	52
FZD8	876d8021-e739-4251-9166-908b593d2715	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3970	3850	150	52
FZD9	686faaf0-aa0a-4094-92dd-2b0f17378665	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3910	150	52
FZD10	ee3e7f6f-e6f5-4c0c-af2e-71a57230178a	GENE	1cda6c53-95fb-4e53-94db-82fefbfbbe74	3810	3970	150	52
DCHS2	ec6b64ad-b0e9-476f-b75f-c7cccaad581c	GENE	4cfaf6cc-0068-4431-a292-c0ace73d7afa	3550	4510	150	52
FAT3	d5f2e39c-e058-422b-833a-b49f9407cd30	GENE	53842967-c867-41e7-bad1-341be2c16a14	3770	4510	150	52
FAT2	2d80a6fc-905d-4b23-bba9-56613cf92e13	GENE	53842967-c867-41e7-bad1-341be2c16a14	3930	4450	150	52
FAT4	65ab198b-c436-4130-a185-7188b5acb632	GENE	53842967-c867-41e7-bad1-341be2c16a14	3930	4510	150	52
FAT1	5faeab74-79e2-4a65-9d17-74fed81df5bf	GENE	53842967-c867-41e7-bad1-341be2c16a14	3770	4450	150	52
CSNK1D	b4d5fcdf-9f4f-4056-a692-b293e304182c	GENE	2b861d36-1bf5-4770-93c8-892df514445d	3990	4970	150	52
TAOK1	f97dc4ac-0d35-4a3b-80d6-0ebc48362594	GENE	40ef6465-8457-4058-b11d-5240e87af592	4130	4450	150	52
TAOK2	89815688-3e93-45dc-8a2d-ca49687c4a92	GENE	40ef6465-8457-4058-b11d-5240e87af592	4130	4510	150	52
TAOK3	dbc998b0-440e-4ea5-9d86-a0068c2af9cd	GENE	40ef6465-8457-4058-b11d-5240e87af592	4130	4570	150	52
NF2	d72b43b4-5116-44b1-9ae0-55c760c39929	GENE	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	4130	4670	150	52
WWC1	9f4a5ebc-0b35-4f3d-ac5a-531e1ece19a8	GENE	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	4130	4730	150	52
	e8965c24-9ef7-4cd9-be74-7f2b7cce569e	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3570	4900	153	115
	53842967-c867-41e7-bad1-341be2c16a14	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3850	4480	313	115
	40ef6465-8457-4058-b11d-5240e87af592	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	4130	4510	153	175
SAV1	b6c78493-55f1-44b3-9f54-8ddf3e624de4	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3610	4630	150	52
STK3	9530aaf7-2eec-4285-a4a9-fc2fa71b4244	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3770	4630	150	52
STK4	9ea4a9b5-f496-4ca8-a58e-ec993f446c4c	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3930	4630	150	52
LATS1	e1294c54-678e-4df2-9fc4-cd5424550a1a	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3690	4690	150	52
LATS2	4d83db2a-efd0-46d7-a1c7-5ab45fa73e5d	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3850	4690	150	52
MOB1A	661cdf00-1981-45e0-90f3-f081478cd03a	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3690	4750	150	52
MOB1B	7b081b6b-da00-4251-9237-73654a24e580	GENE	d869f0ff-6fc7-43f9-9534-6ba3d770171e	3850	4750	150	52
	d869f0ff-6fc7-43f9-9534-6ba3d770171e	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3770	4690	150	52
YAP1	d1331553-ae04-4a43-a8f9-bf7cd60394d3	GENE	2908183b-f02c-403f-91ee-a675b0a67d40	3770	4870	150	52
WWTR1	a141918a-bfed-4872-96c8-be1063ff1810	GENE	2908183b-f02c-403f-91ee-a675b0a67d40	3770	4930	150	52
YAP/TAZ	2908183b-f02c-403f-91ee-a675b0a67d40	COMPLEX	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3770	4900	150	52
CRB1	2baf974c-91a0-478b-b4a8-d9a9a294a28d	GENE	e8965c24-9ef7-4cd9-be74-7f2b7cce569e	3570	4870	150	52
CRB2	a7cb50bf-00b3-4eb7-a15a-0b29d5785a5e	GENE	e8965c24-9ef7-4cd9-be74-7f2b7cce569e	3570	4930	150	52
TEAD2	b28e6488-a7c1-425c-acd8-0c13a0ae8a1a	GENE	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3770	5030	150	52
PTPN14	e238834a-eca9-446e-9d9b-043f8e1c8f8c	GENE	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3990	4830	150	52
CSNK1E	2a43af22-2ff5-4b19-9d9c-5a5a7f31a9c3	GENE	2b861d36-1bf5-4770-93c8-892df514445d	3990	4910	150	52
	4cfaf6cc-0068-4431-a292-c0ace73d7afa	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3550	4480	164.7031104210119	115
DCHS1	0e14ab9b-102d-4976-81b2-155aca509685	GENE	4cfaf6cc-0068-4431-a292-c0ace73d7afa	3550	4450	150	52
	2b861d36-1bf5-4770-93c8-892df514445d	FAMILY	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3990	4940	150	52
Cell proliferation and differentiation	f63e24e5-646b-49ef-a71e-03307e1bb2c0	PROCESS	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	3770	5110	252	24
Hippo pathway	77eec1c8-ec7c-4ccb-89bb-81d80cb34650	COMPARTMENT	-1	3840	4769	150	52

--EDGE_ID	SOURCE	TARGET	EDGE_TYPE	INTERACTION_PUBMED_ID	EDGE_NAME	EDGE_BENDS
1c25cef5-d502-45da-afce-0cd84bd5f429	ace6a12b-3aca-48f6-9931-b9610024e823	e57ddd9c-0068-424d-9eda-24b4eed8c7a2	ACTIVATES			(5814.66489652903;4157.58704314804)(5816.123851600056;3913.941546286661)
c9359f63-266f-4893-aa0f-4fb639226b72	7e7ea058-769b-4617-ba72-b116b69dee75	Nvu3J1djU_IC	ACTIVATES			
3ZGBwutXWvCf	1WQdsd0RVSHH	amGWWOzfWrg1	INHIBITS			
ojk1D4nOWbct	Ejlh1U2VT-P2	fLn2ytnZVU-1	ACTIVATES			
U40tVKQcWjcm	Xzuk75kgUufI	fLn2ytnZVU-1	ACTIVATES			
qgZ5w26hWm8v	8xDiqqMtUlgK	fLn2ytnZVU-1	INHIBITS			
xzRJacuuWiP-	5nfQJAxjT_z9	H-nBa6GpUrhI	INHIBITS			
WZmI2ceJWg0e	Qj8O9GJNT_AD	fLn2ytnZVU-1	INHIBITS			
6YYOMrO7W1Lu	amGWWOzfWrg1	Iyt-kiQdVYR4	ACTIVATES			
y9nj-EHqWlEU	fhalsWFrUkbl	fLn2ytnZVU-1	INHIBITS			
QgTnL-0zWfX-	8lwlJT8zUt7J	fLn2ytnZVU-1	ACTIVATES			
YvuJzpCJWoS3	ORzx_8_5UAjR	5nfQJAxjT_z9	ACTIVATES			
e6ee8c7e-57f3-463a-901f-92151f737484	Iyt-kiQdVYR4	Nvu3J1djU_IC	INHIBITS			
9I6RH1JoWwwW	H-nBa6GpUrhI	amGWWOzfWrg1	ACTIVATES			
53a6ab95-db57-4b7c-b4b6-f7f206915dbb	f4c7c4f9-52a2-4924-8078-98d4dad81017	1bc82ab1-69ee-4d11-8ff3-3a5df48aafb7	ACTIVATES			
b22f9a68-418e-474e-bb78-5dc6b310bb3d	amGWWOzfWrg1	a44e0979-4c4c-475b-b489-a7bbea3ebbf3	INHIBITS			(5371.180199417563;4394.437712561076)(5879.68593884003;4397.140135314098)(5878.036815369866;3319.5348517744305)
53136c54-95c0-4505-a745-13985c46a05f	c2a94e37-3116-48ef-8a41-321f8c35b40d	e84cc2fd-1468-4e5a-857a-848d7fab4fa6	ACTIVATES			(5293.186785163536;3385.5191468719227)
0df1cac0-d7ce-43af-a390-a7026bf259af	fLn2ytnZVU-1	H-nBa6GpUrhI	ACTIVATES			
96db75d2-7fc3-48ca-81bc-0215d57b12af	5444433c-5145-404a-8e1c-89beca58c1f0	ace6a12b-3aca-48f6-9931-b9610024e823	ACTIVATES			
2cc1bfe2-4ad7-4f6b-8b34-290a07671fce	c23039d2-1f0d-4c41-b163-7200ecf4dd90	ace6a12b-3aca-48f6-9931-b9610024e823	ACTIVATES			
0a61ba84-92cc-4c15-9685-908e52fe9596	ade527b5-9c8d-4e46-aa3a-fc341be65118	5444433c-5145-404a-8e1c-89beca58c1f0	ACTIVATES			
62b741b5-4229-4f4f-b653-2bb2b9a635f9	cedd22c9-eece-4b47-8289-f6c5c28011dc	c23039d2-1f0d-4c41-b163-7200ecf4dd90	ACTIVATES			
735e382b-3845-4ea5-9d46-1bfa898a3768	ace6a12b-3aca-48f6-9931-b9610024e823	36abd6ab-967c-4c1c-b798-8edb33a8ef92	ACTIVATES			
5fd0a25a-c92c-46f4-8a5e-9b2a9c9f51a4	7e258cf8-ede6-4b3b-af59-4c1edee6169b	a19c5386-9b57-43d3-9dce-cc8c8402c44c	BINDS			
ea2b532f-68aa-437b-ae13-2e530ab00c97	35e50e2c-9fa2-4782-8a98-5971fec400a7	3f6bd80e-7839-4c01-b657-0134ef611a03	BINDS			
c3b03b75-c7ad-4603-9ae7-8b84bc1794b4	a19c5386-9b57-43d3-9dce-cc8c8402c44c	525528d3-f465-4cad-8943-ee65cbabcd49	NONE			
e0adeb73-4774-43d0-8a5c-6fa035788d89	0486c1a5-620c-4e17-93ab-f4c741582040	37893ed2-b713-4801-b9ff-fc9c251f86f7	INHIBITS			(4672.604475790426;3984.7860614051406)
32aa0e1e-a1dc-4c54-97da-4f54994aa2b8	7e258cf8-ede6-4b3b-af59-4c1edee6169b	37893ed2-b713-4801-b9ff-fc9c251f86f7	ACTIVATES			(4642.6515041183975;3885.63139655981)
9cfae05c-eef1-4091-bb3f-e09440bc1db5	79907315-2f82-461e-9536-bc473a04ca56	55ab6649-83a0-4243-941b-1505af8d66a2	BINDS			
204d24e6-3ef8-439f-9285-b0802db06fbc	55ab6649-83a0-4243-941b-1505af8d66a2	37893ed2-b713-4801-b9ff-fc9c251f86f7	ACTIVATES			
757ef43f-6a6d-4d1b-abcd-027d44db8ff6	32b1316b-7114-4d0a-8821-6bfabe4b404e	3f6bd80e-7839-4c01-b657-0134ef611a03	BINDS			
501636e7-4080-4c2f-9a59-1fb2c43a980c	a19c5386-9b57-43d3-9dce-cc8c8402c44c	79907315-2f82-461e-9536-bc473a04ca56	BINDS			
e04570e3-0bf4-499e-815e-7004637c723f	ace6a12b-3aca-48f6-9931-b9610024e823	7e258cf8-ede6-4b3b-af59-4c1edee6169b	INHIBITS			(5255.687693134153;4081.284330318948)(5255.687693134152;3917.0219676260513)
6c837b22-b3f7-496c-a804-5bc6240ea06e	1cda6c53-95fb-4e53-94db-82fefbfbbe74	f41147bf-42d1-4ac3-bbca-b699beec30b9	ACTIVATES			
9650bb85-7938-4597-b9f6-ebeb2dfb075f	bf146a2d-f64c-4789-bdf4-01a5d2f793b6	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	INHIBITS			
736aad2b-77c2-4026-8c3a-fa335fd6c7a2	e8fa0329-6f49-4f68-b09f-321f50d56151	9438ca4d-441a-4098-b829-5e899799e569	INHIBITS			
87eceb40-ea5d-4799-b548-b8422462f385	367b01a7-9a46-45da-87e9-32722dc7012f	e6b953fa-78f3-4b3b-8692-edccb452a9d5	INHIBITS			
62b9fce2-968e-45aa-b78f-edcdfefacdce	f41147bf-42d1-4ac3-bbca-b699beec30b9	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	INHIBITS			
b2aca6f5-ff72-4dc4-997a-fa6029935ba6	c9bb9673-b3f2-4323-a3f7-d1c83d885547	9438ca4d-441a-4098-b829-5e899799e569	INHIBITS			
9624c749-482c-49c9-813f-9a584f5da7d2	ae0a01b4-d4a9-49d6-9b28-5169b9dfc283	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	INHIBITS			
6fb95acf-33eb-4eca-929d-1acec0be000a	1cda6c53-95fb-4e53-94db-82fefbfbbe74	96d7be10-cac1-4f12-9591-3b831633ed2a	ACTIVATES			
a9c6e699-93a4-4ac6-aee7-50dbd6f325ba	690230d2-a4df-4645-ab99-48dd8b6f2535	1cda6c53-95fb-4e53-94db-82fefbfbbe74	INHIBITS			
34d5c0a0-19aa-43a0-9881-34d2b8def5b7	96d7be10-cac1-4f12-9591-3b831633ed2a	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	INHIBITS			
742b19e9-4b78-43e3-b17f-fdf65e882f5e	e6b953fa-78f3-4b3b-8692-edccb452a9d5	a5f131d0-ba93-4e33-b6db-0fdc1c3234d5	ACTIVATES			
996e03a9-c307-4710-832f-b144950c102c	9438ca4d-441a-4098-b829-5e899799e569	1cda6c53-95fb-4e53-94db-82fefbfbbe74	ACTIVATES			
7bc083e2-540e-42e7-a064-35709a08b071	6adc2e82-90b1-4c8b-b092-01039ce7f935	1cda6c53-95fb-4e53-94db-82fefbfbbe74	INHIBITS			
65a8085a-de22-4d4c-9856-6b2db09e5e5e	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	e6b953fa-78f3-4b3b-8692-edccb452a9d5	ACTIVATES			
1106778a-8a33-42e7-8e50-bfe338926e96	e3a3d732-e95e-43ea-b77c-08106f3eaba6	d7b45352-d3ba-49fa-adbd-2aafa49459fa	INHIBITS			
4c3a2b8d-b050-4ce2-8de0-23e57795a883	d7b45352-d3ba-49fa-adbd-2aafa49459fa	d262c3dc-b43c-49c1-b863-27ed197143ee	INHIBITS			
12527fb0-e4f0-427e-8736-03d42dec051a	cc84875a-03b6-431f-8f5e-fc0d0b39e83b	d34dccba-27b3-4e39-9c9b-32f7e561bd67	ACTIVATES			
6a818ad7-9fad-415f-9e81-008b6b56cd5f	b021a197-6308-4a71-8d67-498e1428a6e1	d7b45352-d3ba-49fa-adbd-2aafa49459fa	ACTIVATES			
bb8f8912-0ee8-4bd1-a4f8-a5aedce77760	acba532d-19d6-4aff-a181-aae3a842b14f	1bc82ab1-69ee-4d11-8ff3-3a5df48aafb7	INHIBITS			
f766a8ca-efae-4cc4-9bcb-050ab809bd75	1bc82ab1-69ee-4d11-8ff3-3a5df48aafb7	e3a3d732-e95e-43ea-b77c-08106f3eaba6	ACTIVATES			
9dd2b6a8-2aa9-44a4-ab69-d487c02af0c3	c423f2ac-3e26-47a4-b2b3-2ecff4082868	1bc82ab1-69ee-4d11-8ff3-3a5df48aafb7	INHIBITS			
b3db19dc-da55-4fae-a073-255c6d7efd72	d262c3dc-b43c-49c1-b863-27ed197143ee	c2a94e37-3116-48ef-8a41-321f8c35b40d	ACTIVATES			
1fc6f455-fa2c-49e4-9fd4-a98210eebafe	16ada7ea-58c8-498c-9f13-8bc34530f532	1bc82ab1-69ee-4d11-8ff3-3a5df48aafb7	INHIBITS			
adb5d3bb-b09f-4eb4-ad98-72dc25444ebe	61309c73-35d2-4c20-ade4-2c9730c78774	b021a197-6308-4a71-8d67-498e1428a6e1	ACTIVATES			
40ed8203-457f-410e-9516-73b292406c89	0d920c04-df65-48f0-84b2-de7c55a59abb	e3a3d732-e95e-43ea-b77c-08106f3eaba6	INHIBITS			
548ca13a-f398-4a5f-a603-903fc3979791	c2a94e37-3116-48ef-8a41-321f8c35b40d	d34dccba-27b3-4e39-9c9b-32f7e561bd67	ACTIVATES			
c5198ec8-771f-46be-9637-b21a4acf38b3	79907315-2f82-461e-9536-bc473a04ca56	37893ed2-b713-4801-b9ff-fc9c251f86f7	INHIBITS			
0afcc23d-2275-49bc-971d-e04bc6c78df6	1daa115c-2d2e-4fcd-ae99-17ff3aa2a74d	e9ea7c80-44cc-4541-a1bb-651e6f145f81	INHIBITS			
b8d862f3-b79d-43ab-ba34-e991dcf9f656	e9ea7c80-44cc-4541-a1bb-651e6f145f81	eb7778c8-d0e3-4a44-a5bc-d0152da5e73c	ACTIVATES			
307273ba-3e4d-48f3-b607-233972770f01	81d920eb-c1af-4c48-9f34-c72452a06240	e9ea7c80-44cc-4541-a1bb-651e6f145f81	INHIBITS			
6d630748-5e78-4768-b953-a6d1306f0f20	fd87716b-11fd-4440-bce5-a4ed84922f41	896d39c2-673e-406f-a0de-ecc34cf2eaaa	INHIBITS			
3d48b837-3350-4908-b8c9-3dcf3a3d1d06	e35492b6-5ef3-464e-a2d1-8761cd03013e	1b13f04f-ad53-406c-b8ea-91e0e94aa997	INHIBITS			
104ae6b2-2d25-40a7-ab33-35149a347ada	78a9654a-8c1e-4248-8198-ff6f400bfd3b	1b13f04f-ad53-406c-b8ea-91e0e94aa997	INHIBITS			
6cb3cb4a-0af1-4913-b720-673b78bf2392	48cc8bb4-851e-4fb8-9914-380f033b9f0f	e734c046-fb3e-40a7-91dc-aaf1ad22c5bf	ACTIVATES			
600f9aad-32d9-487b-9d95-1a25b480258a	f4c7c4f9-52a2-4924-8078-98d4dad81017	448b7601-6254-4a66-a88c-d28178be30ad	ACTIVATES			
d1361f70-40bc-425c-8f06-4f306916883e	0ee768ee-02d9-40e2-a014-fa01301c9bcc	48cc8bb4-851e-4fb8-9914-380f033b9f0f	ACTIVATES			
a677bcdf-025d-4b79-91a0-880d09c3a72f	448b7601-6254-4a66-a88c-d28178be30ad	48cc8bb4-851e-4fb8-9914-380f033b9f0f	ACTIVATES			
a4c7cda3-7a72-4661-840a-a656e26795ec	fa257eb7-671d-4799-bf76-8e1423e50bf4	1b13f04f-ad53-406c-b8ea-91e0e94aa997	ACTIVATES			
a699ff3e-356e-4ecf-bd8c-732ac2ee06c9	1ca5bf1e-9f62-4118-a00a-6c78e8f29a31	896d39c2-673e-406f-a0de-ecc34cf2eaaa	INHIBITS			
7832fda0-2d49-421f-b161-4692e2f2ab40	48cc8bb4-851e-4fb8-9914-380f033b9f0f	c21df5e2-c563-4820-9136-0821901bd575	ACTIVATES			
7bb1a6b4-a2c1-4bd6-bddc-c4fd87ff2398	48cc8bb4-851e-4fb8-9914-380f033b9f0f	e677e677-8310-4de2-b1f4-3eaff9fdc270	ACTIVATES			
f5697f70-4c98-4a9a-b60f-580ffe5a04fa	896d39c2-673e-406f-a0de-ecc34cf2eaaa	fa257eb7-671d-4799-bf76-8e1423e50bf4	ACTIVATES			
2888e2cc-71bd-47e5-81f5-cf9bdabab1d5	1b13f04f-ad53-406c-b8ea-91e0e94aa997	f4c7c4f9-52a2-4924-8078-98d4dad81017	ACTIVATES			
2062170d-38bd-4f2a-a425-548c1333deae	50762fd4-70fc-4d80-9773-41c2fd52bd83	1b13f04f-ad53-406c-b8ea-91e0e94aa997	INHIBITS			
5c0f2137-ecf5-46d7-a1cb-1a7c22840f71	4fccd848-dcec-4b72-8355-24bbb1923d4b	fa257eb7-671d-4799-bf76-8e1423e50bf4	ACTIVATES			
e5332fcf-835d-45b2-bd1b-7a7bef4f7101	e3a3d732-e95e-43ea-b77c-08106f3eaba6	a00f9704-f12c-4d7c-870c-62d4afc0afa8	ACTIVATES			(5282.233002031186;3178.7679632535614)(5282.233002031186;3013.4335373709905)
81a8be79-c22c-46dd-a95c-298800b4b23e	448b7601-6254-4a66-a88c-d28178be30ad	7e258cf8-ede6-4b3b-af59-4c1edee6169b	INHIBITS			(4444.182893959751;3280.5928621935495)(4439.084972077203;3776.002206482141)(4903.078357688116;3777.2801946840327)
2c168c57-ac8e-43a0-80e0-2d554482e568	e3a3d732-e95e-43ea-b77c-08106f3eaba6	96d7be10-cac1-4f12-9591-3b831633ed2a	INHIBITS			(4836.0038242612245;3303.5002531117225)(4469.275430508925;3315.2571668454984)(4467.269333369663;3929.189207874129)
dd6fed99-c7e3-463f-b3b0-b6d32ed77e09	5nfQJAxjT_z9	e84cc2fd-1468-4e5a-857a-848d7fab4fa6	INHIBITS			(4942.69883806765;4378.942981637116)(5271.970088610385;4383.408110932225)(5279.386655075222;3506.558969744117)
a1d76c61-8e31-4889-9aeb-b4770a9bf5a4	e84cc2fd-1468-4e5a-857a-848d7fab4fa6	d9af2d1d-70da-402a-89c3-8e1c54198560	INHIBITS			
2cd9a03f-bcd2-4364-bc19-444cc00be2d2	d8e0a9e7-0852-4771-844a-74a47a641d20	530edf24-7d46-4e2e-a345-c6e7d9605a47	INHIBITS			
7045bb5e-9568-4a38-9871-9da8f4e1d394	9bb03c27-35a1-4edb-bae5-924854924623	530edf24-7d46-4e2e-a345-c6e7d9605a47	ACTIVATES			
081c7bf6-7233-4e46-b40a-144a5d398df7	d8e0a9e7-0852-4771-844a-74a47a641d20	52841727-0115-4ccc-bb8f-e77e45c2ad30	INHIBITS			
4bfee787-c4ee-498b-b894-71c60847ff6f	530edf24-7d46-4e2e-a345-c6e7d9605a47	7f3bd4a4-3366-4c50-9838-2d5c77239a75	ACTIVATES			
ab3ce23b-378e-45dc-8505-46d5f06a0f13	530edf24-7d46-4e2e-a345-c6e7d9605a47	002cf124-b0a2-46e7-b811-46fcad67e630	ACTIVATES			
2938c971-9490-43d0-9260-5c613bf0f2d3	c68175cd-11bb-4826-86c3-b64d0c95bb54	7be4361b-d491-4636-a458-f4f15e8ef8fa	ACTIVATES			
f466161a-f81d-4122-a64d-19de62a46a54	52841727-0115-4ccc-bb8f-e77e45c2ad30	d9af2d1d-70da-402a-89c3-8e1c54198560	INHIBITS			
8f08b247-cb02-4247-a6b6-438f6f45b9fb	d9af2d1d-70da-402a-89c3-8e1c54198560	ecb2ea79-a86d-4e4a-92a5-49699f15b573	INHIBITS			
7d2080a8-07da-4325-a2a4-1d9614c9f9dd	dae28e68-63b6-4207-93c7-86551d63f061	9bb03c27-35a1-4edb-bae5-924854924623	ACTIVATES			
bb775a69-290f-4362-8c6b-20039158c183	a44e0979-4c4c-475b-b489-a7bbea3ebbf3	e84cc2fd-1468-4e5a-857a-848d7fab4fa6	INHIBITS			
ed1bf1b5-5e9b-4a3d-bf3e-0aebccae61ae	d8e0a9e7-0852-4771-844a-74a47a641d20	e84cc2fd-1468-4e5a-857a-848d7fab4fa6	INHIBITS			
40500d7c-c203-4e6c-ad67-6f29d48767d4	ecb2ea79-a86d-4e4a-92a5-49699f15b573	258ba477-7f25-4a0e-861a-f60fd79a8d8f	ACTIVATES			
06f41f60-0bad-4987-abee-8d0fa1a93a49	7be4361b-d491-4636-a458-f4f15e8ef8fa	dae28e68-63b6-4207-93c7-86551d63f061	ACTIVATES			
2b86b05a-b843-4832-a431-a98b365e2be3	530edf24-7d46-4e2e-a345-c6e7d9605a47	a00f9704-f12c-4d7c-870c-62d4afc0afa8	ACTIVATES			
a9c885f8-3bb8-4c3b-8c86-01509cef5c66	a00f9704-f12c-4d7c-870c-62d4afc0afa8	530edf24-7d46-4e2e-a345-c6e7d9605a47	INHIBITS			
7b36c0b1-530c-40e1-a8e9-0d9d64e06160	d8e0a9e7-0852-4771-844a-74a47a641d20	a00f9704-f12c-4d7c-870c-62d4afc0afa8	INHIBITS			
b348e4d0-7901-4d3c-8c09-4fd85a9b4bed	530edf24-7d46-4e2e-a345-c6e7d9605a47	2c4ca3b9-c9d1-4281-8e14-2927ed34f2e9	ACTIVATES			
c8052bf0-0c4c-4fa7-80e3-d98473a9fbe3	7aba539d-660f-4d52-88c5-5df2b887222c	530edf24-7d46-4e2e-a345-c6e7d9605a47	ACTIVATES			
74ee7927-e6dd-4c65-975c-39b77c3c83b4	e9ea7c80-44cc-4541-a1bb-651e6f145f81	a00f9704-f12c-4d7c-870c-62d4afc0afa8	ACTIVATES			
1ea1cc91-c79f-4344-929b-9d295b568868	a00f9704-f12c-4d7c-870c-62d4afc0afa8	e9ea7c80-44cc-4541-a1bb-651e6f145f81	ACTIVATES			
5c70429d-3f51-419f-ad02-5abb17b29985	e9ea7c80-44cc-4541-a1bb-651e6f145f81	e3a3d732-e95e-43ea-b77c-08106f3eaba6	ACTIVATES			(5040.461440492077;3112.9579625356155)
f1fe9b14-7bb4-47fb-8003-4d40335af18e	amGWWOzfWrg1	52841727-0115-4ccc-bb8f-e77e45c2ad30	ACTIVATES			(5155.680616404187;4497.476941022571)(5334.265069366324;4373.20425468294)(5337.38964438231;3727.354611710355)
7da63d67-a7e4-46db-95e6-ad852c4fab27	7e258cf8-ede6-4b3b-af59-4c1edee6169b	52841727-0115-4ccc-bb8f-e77e45c2ad30	ACTIVATES			(5059.3468214127215;3781.165424015048)(5301.533363203068;3782.6243790860726)(5304.451273345121;3668.8258835460306)
1ef083be-68e4-407a-b404-95ca86dbb3e0	amGWWOzfWrg1	993a1925-7cf0-42f0-b453-e70b20ea0ebc	ACTIVATES			
bf4f2568-7f05-4da2-aa6b-438757401647	amGWWOzfWrg1	7e7ea058-769b-4617-ba72-b116b69dee75	ACTIVATES			
a012a4aa-abc4-4a37-a70f-12e20a8072a1	993a1925-7cf0-42f0-b453-e70b20ea0ebc	Nvu3J1djU_IC	ACTIVATES			
